word,index,occurance
Sun,1856,54
placed,1857,54
normal,1858,54
easy,1859,54
improvement,1860,54
afternoon,1861,54
C.,1862,54
Here,1863,54
ease,1864,54
controlled,1865,54
proposals,1866,54
developing,1867,54
Sir,1868,54
Earlier,1869,53
surged,1870,53
Phillips,1871,53
Sachs,1872,53
year-ago,1873,53
junk-bond,1874,53
quite,1875,53
1.6,1876,53
Republicans,1877,53
underwriters,1878,53
lawmakers,1879,53
signs,1880,53
whom,1881,53
Mae,1882,53
defendants,1883,53
reform,1884,53
Standard,1885,53
Great,1886,53
Jack,1887,53
Our,1888,53
distribution,1889,53
Dallas,1890,53
pretty,1891,53
automotive,1892,53
balance,1893,53
numbers,1894,53
Australian,1895,53
voters,1896,53
education,1897,53
Paris,1898,53
Oil,1899,53
collapse,1900,52
Frank,1901,52
hundreds,1902,52
segment,1903,52
remained,1904,52
predicted,1905,52
fewer,1906,52
Jersey,1907,52
responsible,1908,52
significantly,1909,52
red,1910,52
sides,1911,52
Florida,1912,52
Lee,1913,52
revised,1914,52
proceeds,1915,52
coupon,1916,52
speed,1917,52
advance,1918,52
falling,1919,52
consulting,1920,52
faces,1921,52
W.,1922,52
practices,1923,51
B.A.T,1924,51
copper,1925,51
ventures,1926,51
resources,1927,51
Frankfurt,1928,51
Technology,1929,51
Center,1930,51
failure,1931,51
hostile,1932,51
weakness,1933,51
Alan,1934,51
traffic,1935,51
accused,1936,51
II,1937,51
losing,1938,51
Transportation,1939,51
unusual,1940,51
Though,1941,51
1982,1942,51
starting,1943,51
relations,1944,51
played,1945,51
ordered,1946,51
stopped,1947,51
plus,1948,51
benchmark,1949,51
chemicals,1950,51
clearly,1951,51
N.J.,1952,51
Nekoosa,1953,51
tomorrow,1954,51
Red,1955,51
McCaw,1956,51
except,1957,51
Ministry,1958,50
mainly,1959,50
baseball,1960,50
producing,1961,50
associated,1962,50
established,1963,50
centers,1964,50
weekend,1965,50
suggest,1966,50
soared,1967,50
thus,1968,50
college,1969,50
insurers,1970,50
environment,1971,50
healthy,1972,50
thrifts,1973,50
decide,1974,50
Poor,1975,50
liability,1976,50
fears,1977,50
movies,1978,50
Houston,1979,50
authority,1980,50
1.2,1981,50
contrast,1982,50
threat,1983,50
Chrysler,1984,50
finally,1985,50
true,1986,50
opposed,1987,50
Burnham,1988,50
structure,1989,50
felt,1990,50
kept,1991,50
"5,000",1992,50
follows,1993,50
MCA,1994,50
wrong,1995,50
boosted,1996,50
uncertainty,1997,50
mixed,1998,49
51,1999,49
Labor,2000,49
effects,2001,49
books,2002,49
prosecutors,2003,49
Partners,2004,49
buildings,2005,49
substantially,2006,49
virtually,2007,49
Control,2008,49
discussions,2009,49
reflect,2010,49
nor,2011,49
GE,2012,49
temporary,2013,49
abroad,2014,49
Community,2015,49
Energy,2016,49
advertisers,2017,49
relief,2018,49
primary,2019,49
moment,2020,49
affected,2021,49
criminal,2022,49
nuclear,2023,48
B.,2024,48
present,2025,48
appropriations,2026,48
Foreign,2027,48
candidates,2028,48
pace,2029,48
publishing,2030,48
reasons,2031,48
ask,2032,48
uses,2033,48
affect,2034,48
electronics,2035,48
agree,2036,48
models,2037,48
double,2038,48
goal,2039,48
Fe,2040,48
Party,2041,48
leadership,2042,48
HUD,2043,48
Morris,2044,48
editor,2045,48
Industry,2046,48
Krenz,2047,48
recovery,2048,48
seemed,2049,48
municipal,2050,48
protect,2051,48
employment,2052,48
37,2053,48
front,2054,48
hearing,2055,47
commodity,2056,47
Three,2057,47
broker,2058,47
communications,2059,47
fairly,2060,47
margin,2061,47
cities,2062,47
pricing,2063,47
positive,2064,47
model,2065,47
families,2066,47
shown,2067,47
1980,2068,47
opinion,2069,47
Price,2070,47
usual,2071,47
advantage,2072,47
election,2073,47
damages,2074,47
leaving,2075,47
confidence,2076,47
wake,2077,47
48,2078,47
declining,2079,47
doubt,2080,47
names,2081,47
core,2082,47
twice,2083,47
training,2084,47
managed,2085,47
USAir,2086,47
accord,2087,47
barrels,2088,47
influence,2089,47
bit,2090,47
prove,2091,47
parents,2092,47
determined,2093,47
operate,2094,47
sells,2095,47
attorneys,2096,46
luxury,2097,46
equal,2098,46
coverage,2099,46
Volume,2100,46
throughout,2101,46
devices,2102,46
represent,2103,46
jointly,2104,46
Traders,2105,46
Report,2106,46
suggested,2107,46
brands,2108,46
Officials,2109,46
42,2110,46
argue,2111,46
OTC,2112,46
settle,2113,46
Beijing,2114,46
truck,2115,46
38,2116,46
scandal,2117,46
deposits,2118,46
Lambert,2119,46
finished,2120,46
litigation,2121,46
assistant,2122,46
voted,2123,46
Stephen,2124,46
Machines,2125,46
tender,2126,46
Continental,2127,46
System,2128,46
wide,2129,46
assistance,2130,46
push,2131,46
Petroleum,2132,46
Georgia,2133,46
global,2134,46
Saatchi,2135,46
cable,2136,46
Italy,2137,46
120,2138,46
finding,2139,45
authorities,2140,45
negotiating,2141,45
commitments,2142,45
1980s,2143,45
worried,2144,45
Today,2145,45
"100,000",2146,45
cutting,2147,45
EC,2148,45
Toronto,2149,45
declared,2150,45
relationship,2151,45
compromise,2152,45
release,2153,45
Africa,2154,45
intended,2155,45
Central,2156,45
excess,2157,45
Telerate,2158,45
Joseph,2159,45
association,2160,45
style,2161,45
talking,2162,45
direction,2163,45
guarantees,2164,45
preliminary,2165,45
regular,2166,45
suggests,2167,45
Hewlett-Packard,2168,45
town,2169,45
section,2170,45
conventional,2171,45
antitrust,2172,45
extremely,2173,45
gone,2174,45
meanwhile,2175,45
hotel,2176,44
suspended,2177,44
meetings,2178,44
decisions,2179,44
Bill,2180,44
bigger,2181,44
station,2182,44
disclose,2183,44
ounce,2184,44
save,2185,44
Edward,2186,44
Finance,2187,44
fourth-quarter,2188,44
replace,2189,44
vehicle,2190,44
Boeing,2191,44
supplies,2192,44
asking,2193,44
fine,2194,44
puts,2195,44
elections,2196,44
Council,2197,44
social,2198,44
appeared,2199,44
refused,2200,44
operates,2201,44
strategic,2202,44
swings,2203,44
century,2204,44
F.,2205,44
deputy,2206,44
wife,2207,44
1.1,2208,44
blacks,2209,44
Defense,2210,44
Like,2211,44
surge,2212,44
Prime,2213,44
Telephone,2214,44
Dealers,2215,44
helping,2216,44
file,2217,44
extra,2218,44
studies,2219,44
nations,2220,44
argued,2221,43
S.,2222,43
living,2223,43
worry,2224,43
thinks,2225,43
event,2226,43
N.Y.,2227,43
chip,2228,43
CDs,2229,43
ceiling,2230,43
1.3,2231,43
4.5,2232,43
politicians,2233,43
invest,2234,43
joined,2235,43
Louis,2236,43
Conn.,2237,43
Futures,2238,43
older,2239,43
high-yield,2240,43
Their,2241,43
providing,2242,43
confirmed,2243,43
Manufacturers,2244,43
type,2245,43
32,2246,43
Hollywood,2247,43
movement,2248,43
Loan,2249,43
RJR,2250,43
promise,2251,43
consultants,2252,43
Ross,2253,43
happen,2254,43
types,2255,43
crisis,2256,43
specialists,2257,42
investing,2258,42
citing,2259,42
judges,2260,42
patients,2261,42
extraordinary,2262,42
launch,2263,42
expressed,2264,42
critics,2265,42
door,2266,42
society,2267,42
underlying,2268,42
denied,2269,42
p.m.,2270,42
representing,2271,42
controversial,2272,42
Singapore,2273,42
piece,2274,42
discovered,2275,42
class,2276,42
metals,2277,42
ban,2278,42
46,2279,42
Hampshire,2280,42
obtain,2281,42
Grand,2282,42
language,2283,42
suffered,2284,42
Phelan,2285,42
CD,2286,42
outlook,2287,42
founder,2288,42
six-month,2289,42
regulations,2290,42
Intel,2291,42
discuss,2292,42
Ogilvy,2293,42
warrants,2294,42
Terms,2295,42
genes,2296,42
accepted,2297,41
reserve,2298,41
1.8,2299,41
weekly,2300,41
heat,2301,41
served,2302,41
NBC,2303,41
keeping,2304,41
School,2305,41
utility,2306,41
instruments,2307,41
word,2308,41
Broadcasting,2309,41
votes,2310,41
succeeds,2311,41
temporarily,2312,41
dozen,2313,41
attract,2314,41
3.5,2315,41
safe,2316,41
Thus,2317,41
From,2318,41
colleagues,2319,41
returned,2320,41
succeed,2321,41
reflected,2322,41
reaction,2323,41
sets,2324,41
insured,2325,41
offerings,2326,41
circumstances,2327,41
membership,2328,41
gross,2329,41
District,2330,41
resignation,2331,41
concluded,2332,41
49,2333,41
lowered,2334,41
simple,2335,41
prospects,2336,41
ensure,2337,41
written,2338,41
Aug.,2339,41
crop,2340,41
1970s,2341,41
rapidly,2342,41
comparable,2343,41
Switzerland,2344,41
prior,2345,41
Fannie,2346,41
Costa,2347,41
views,2348,41
ABC,2349,41
agreements,2350,41
amendment,2351,41
S.A.,2352,41
challenge,2353,41
serve,2354,41
join,2355,41
Mortgage,2356,40
Banco,2357,40
upon,2358,40
follow,2359,40
presence,2360,40
one-time,2361,40
responsibility,2362,40
letters,2363,40
grain,2364,40
acquiring,2365,40
deliver,2366,40
12.5,2367,40
operator,2368,40
Communist,2369,40
appeals,2370,40
minister,2371,40
slipped,2372,40
reforms,2373,40
initially,2374,40
happened,2375,40
immediate,2376,40
am,2377,40
described,2378,40
millions,2379,40
patent,2380,40
entered,2381,40
professor,2382,40
Until,2383,40
Breeden,2384,40
matters,2385,40
Atlantic,2386,40
11\/16,2387,40
ground,2388,40
pages,2389,40
visit,2390,40
Oakland,2391,40
ratio,2392,40
neither,2393,40
task,2394,40
invested,2395,40
intends,2396,40
liquidity,2397,40
flight,2398,40
pass,2399,40
Sea,2400,40
"500,000",2401,39
rooms,2402,39
fallen,2403,39
covered,2404,39
fields,2405,39
differences,2406,39
possibility,2407,39
limits,2408,39
pick,2409,39
tend,2410,39
silver,2411,39
February,2412,39
easily,2413,39
purchasing,2414,39
committed,2415,39
Lincoln,2416,39
audience,2417,39
requires,2418,39
sugar,2419,39
line-item,2420,39
tied,2421,39
generation,2422,39
Just,2423,39
critical,2424,39
alternative,2425,39
creating,2426,39
drives,2427,39
extend,2428,39
shopping,2429,39
Why,2430,39
eye,2431,39
choice,2432,39
looks,2433,39
sound,2434,39
becoming,2435,39
Hill,2436,39
spot,2437,39
privately,2438,39
specialty,2439,39
slide,2440,39
urged,2441,39
buyer,2442,39
Northern,2443,39
entertainment,2444,39
track,2445,39
health-care,2446,39
administrative,2447,39
extent,2448,39
telecommunications,2449,38
rival,2450,38
normally,2451,38
lives,2452,38
pushed,2453,38
check,2454,38
setting,2455,38
adopted,2456,38
courts,2457,38
T.,2458,38
knows,2459,38
ties,2460,38
proceedings,2461,38
utilities,2462,38
Young,2463,38
costly,2464,38
shipping,2465,38
43,2466,38
ultimately,2467,38
H.,2468,38
Bridge,2469,38
branch,2470,38
metric,2471,38
volatile,2472,38
retailing,2473,38
lawsuits,2474,38
factory,2475,38
import,2476,38
widespread,2477,38
two-year,2478,38
36,2479,38
triggered,2480,38
"15,000",2481,38
Christmas,2482,38
Pennsylvania,2483,38
Over,2484,38
crude,2485,38
Carolina,2486,38
Brooks,2487,38
personnel,2488,38
Saturday,2489,38
card,2490,38
cells,2491,38
music,2492,38
certificates,2493,38
status,2494,38
fire,2495,38
Resources,2496,38
reporters,2497,38
studio,2498,38
rumors,2499,38
coup,2500,38
Apple,2501,38
illegal,2502,37
road,2503,37
Hungary,2504,37
mining,2505,37
Yeargin,2506,37
realize,2507,37
obligation,2508,37
watch,2509,37
enormous,2510,37
exposure,2511,37
stronger,2512,37
faster,2513,37
Asia,2514,37
professional,2515,37
coal,2516,37
aggressive,2517,37
restaurant,2518,37
picture,2519,37
58,2520,37
suits,2521,37
warning,2522,37
child,2523,37
condition,2524,37
default,2525,37
Jan.,2526,37
affiliate,2527,37
P&G,2528,37
Lawrence,2529,37
strategies,2530,37
41,2531,37
Several,2532,37
politics,2533,37
facing,2534,37
forecasts,2535,37
mine,2536,37
States,2537,37
manufacturer,2538,37
factor,2539,37
affairs,2540,37
indeed,2541,37
contends,2542,37
1993,2543,37
1981,2544,37
Mitchell,2545,37
processing,2546,37
awarded,2547,37
indicate,2548,37
delay,2549,37
High,2550,37
turning,2551,37
Hills,2552,37
seats,2553,37
published,2554,37
cold,2555,37
Martin,2556,37
career,2557,36
observers,2558,36
98,2559,36
rated,2560,36
formed,2561,36
banker,2562,36
identified,2563,36
Thompson,2564,36
worst,2565,36
OPEC,2566,36
consecutive,2567,36
games,2568,36
quarters,2569,36
establish,2570,36
currencies,2571,36
culture,2572,36
prime,2573,36
GOP,2574,36
62,2575,36
bottom,2576,36
FEDERAL,2577,36
answer,2578,36
Brady,2579,36
Spain,2580,36
Once,2581,36
unsecured,2582,36
My,2583,36
34,2584,36
pursue,2585,36
Miller,2586,36
secondary,2587,36
reducing,2588,36
criticism,2589,36
worse,2590,36
representatives,2591,36
turns,2592,36
advisers,2593,36
nature,2594,36
alternatives,2595,36
collapsed,2596,36
Douglas,2597,36
write,2598,36
begun,2599,36
1.7,2600,36
student,2601,36
understand,2602,36
pact,2603,36
badly,2604,36
Mark,2605,36
grown,2606,36
frequently,2607,36
transfer,2608,36
newly,2609,36
household,2610,36
Israel,2611,36
beer,2612,36
insurer,2613,36
Source,2614,36
Massachusetts,2615,36
participants,2616,35
users,2617,35
Philadelphia,2618,35
pushing,2619,35
scientific,2620,35
threatened,2621,35
River,2622,35
encourage,2623,35
Bob,2624,35
lenders,2625,35
site,2626,35
seeks,2627,35
alliance,2628,35
voice,2629,35
suspension,2630,35
caught,2631,35
warned,2632,35
Drug,2633,35
possibly,2634,35
Roman,2635,35
unlikely,2636,35
sophisticated,2637,35
Stores,2638,35
guarantee,2639,35
Virginia,2640,35
Greenspan,2641,35
approve,2642,35
10-year,2643,35
Park,2644,35
after-tax,2645,35
taxpayers,2646,35
A$,2647,35
highway,2648,35
Navy,2649,35
coffee,2650,35
impossible,2651,35
NEC,2652,35
Atlanta,2653,35
handle,2654,35
reporting,2655,35
formerly,2656,35
Chase,2657,35
ready,2658,35
eliminate,2659,35
Sunday,2660,35
worker,2661,35
carries,2662,35
Bear,2663,35
downturn,2664,35
KKR,2665,35
franchise,2666,35
basic,2667,35
elsewhere,2668,35
Nixon,2669,35
introduce,2670,35
massive,2671,35
apply,2672,35
senators,2673,35
filled,2674,35
pharmaceutical,2675,35
retailers,2676,35
portfolios,2677,35
101,2678,34
assume,2679,34
heads,2680,34
newspapers,2681,34
elaborate,2682,34
publisher,2683,34
anticipated,2684,34
Peabody,2685,34
modern,2686,34
promised,2687,34
Bureau,2688,34
plastic,2689,34
jump,2690,34
pilot,2691,34
resulted,2692,34
Your,2693,34
playing,2694,34
Banking,2695,34
Campbell,2696,34
Interstate,2697,34
pulled,2698,34
Daniel,2699,34
one-year,2700,34
carriers,2701,34
severe,2702,34
Engelken,2703,34
boom,2704,34
recorded,2705,34
Holding,2706,34
interest-rate,2707,34
pipeline,2708,34
Food,2709,34
wait,2710,34
governments,2711,34
blood,2712,34
specialist,2713,34
fuel,2714,34
equivalent,2715,34
Donald,2716,34
extended,2717,34
unlike,2718,34
Star,2719,34
memory,2720,34
Steinhardt,2721,34
Delmed,2722,34
easier,2723,34
friendly,2724,34
insist,2725,34
Fujitsu,2726,34
inside,2727,34
tape,2728,34
roll,2729,34
2.2,2730,34
exploration,2731,34
surprised,2732,34
La,2733,34
Agency,2734,34
BellSouth,2735,34
garden,2736,34
ruled,2737,34
unemployment,2738,34
agents,2739,34
carried,2740,34
fast-food,2741,34
moderate,2742,34
steady,2743,34
LTV,2744,33
War,2745,33
packages,2746,33
payable,2747,33
cautious,2748,33
heard,2749,33
Compaq,2750,33
compensation,2751,33
expanding,2752,33
none,2753,33
died,2754,33
race,2755,33
reading,2756,33
Housing,2757,33
Maxwell,2758,33
Paper,2759,33
ran,2760,33
180,2761,33
6.5,2762,33
Corry,2763,33
0.2,2764,33
Illinois,2765,33
determine,2766,33
ought,2767,33
inventories,2768,33
rivals,2769,33
THE,2770,33
progress,2771,33
learned,2772,33
statements,2773,33
Chancellor,2774,33
stage,2775,33
Aetna,2776,33
ANC,2777,33
Force,2778,33
resulting,2779,33
Ortega,2780,33
calling,2781,33
stands,2782,33
1983,2783,33
kill,2784,33
player,2785,33
sterling,2786,33
predict,2787,33
commitment,2788,33
allegations,2789,33
attractive,2790,33
thin,2791,33
sees,2792,33
corporation,2793,33
Orange,2794,33
merchandise,2795,33
records,2796,33
King,2797,33
allowing,2798,33
Rally,2799,33
85,2800,33
hear,2801,33
Citicorp,2802,33
two-thirds,2803,33
Hunt,2804,33
stock-market,2805,33
consumption,2806,33
aware,2807,33
bringing,2808,33
comments,2809,33
exceed,2810,33
surprising,2811,32
350,2812,32
expense,2813,32
York-based,2814,32
dead,2815,32
son,2816,32
Mac,2817,32
branches,2818,32
husband,2819,32
theory,2820,32
2009,2821,32
handling,2822,32
voting,2823,32
reinsurance,2824,32
match,2825,32
changing,2826,32
El,2827,32
Workers,2828,32
Coast,2829,32
disappointing,2830,32
Nikkei,2831,32
supposed,2832,32
54,2833,32
complained,2834,32
66,2835,32
fresh,2836,32
considerable,2837,32
fit,2838,32
Rockefeller,2839,32
one-third,2840,32
cooperation,2841,32
radio,2842,32
desire,2843,32
Las,2844,32
art,2845,32
Donaldson,2846,32
closer,2847,32
attack,2848,32
Public,2849,32
Cleveland,2850,32
subsidiaries,2851,32
harder,2852,32
Icahn,2853,32
violations,2854,32
convicted,2855,32
constitutional,2856,32
"50,000",2857,32
fast,2858,32
Pittsburgh,2859,32
airlines,2860,32
troubles,2861,32
Edison,2862,32
three-month,2863,32
connection,2864,32
Estate,2865,32
Gas,2866,32
How,2867,32
vs.,2868,32
1999,2869,32
fashion,2870,32
Panama,2871,32
1.4,2872,32
narrow,2873,32
retain,2874,32
formal,2875,32
Walter,2876,32
hearings,2877,32
shot,2878,32
Stearns,2879,32
Arthur,2880,31
Davis,2881,31
educational,2882,31
behalf,2883,31
schedule,2884,31
ministry,2885,31
maintenance,2886,31
8.50,2887,31
begins,2888,31
represented,2889,31
square,2890,31
Messrs.,2891,31
districts,2892,31
Daiwa,2893,31
Or,2894,31
lawsuit,2895,31
Before,2896,31
places,2897,31
Freddie,2898,31
Bankers,2899,31
blame,2900,31
Money,2901,31
maximum,2902,31
program-trading,2903,31
resume,2904,31
trends,2905,31
billions,2906,31
incentives,2907,31
bailout,2908,31
prompted,2909,31
profitability,2910,31
carrying,2911,31
Allianz,2912,31
Du,2913,31
halt,2914,31
Pont,2915,31
quiet,2916,31
Green,2917,31
Brazil,2918,31
Section,2919,31
asset-backed,2920,31
English,2921,31
procedures,2922,31
sudden,2923,31
cosmetics,2924,31
successor,2925,31
agent,2926,31
faced,2927,31
Gonzalez,2928,31
unable,2929,31
quick,2930,31
Care,2931,31
soft,2932,31
appointed,2933,31
trip,2934,31
Perhaps,2935,31
800,2936,31
counsel,2937,31
shall,2938,31
causing,2939,31
Rey,2940,31
targets,2941,31
opportunities,2942,31
Mobil,2943,30
aide,2944,30
advice,2945,30
claimed,2946,30
